Product,Total_Revenue,Total_Quantity,Total_Invoices,Avg_UnitPrice
FOLDING BUTTERFLY MIRROR IVORY ,742.92,794,133,1.2622222222222224
FOLDING BUTTERFLY MIRROR RED  ,985.88,1262,99,0.9833333333333333
FOLDING CAMPING SCISSOR W/KNIF & S,3.5999999999999996,30,3,0.12
FOLDING MIRROR HOT PINK ,118.91999999999999,156,5,0.808
FOLDING MIRROR IVORY ,14.939999999999998,18,2,0.83
FOLDING MIRROR RED  ,14.939999999999998,18,2,0.83
FOLDING SHOE TIDY,8.850000000000001,3,2,2.95
FOLDING UMBRELLA BLACKBLUE POLKADOT,763.6600000000001,160,74,4.881351351351352
FOLDING UMBRELLA CHOCOLATE POLKADOT,607.23,133,59,4.667118644067797
FOLDING UMBRELLA CREAM POLKADOT,863.11,190,64,4.31640625
FOLDING UMBRELLA PINKWHITE POLKADOT,501.98,107,45,4.822666666666667
FOLDING UMBRELLA RED/WHITE POLKADOT,1616.81,346,120,4.997333333333334
FOLDING UMBRELLA WHITE/RED POLKADOT,513.02,104,36,5.247777777777778
"FOLK ART GREETING CARD,pack/12",64.9,22,9,2.95
FOLK ART METAL HEART T-LIGHT HOLDER,82.1,163,19,0.43631578947368416
FOLK ART METAL STAR T-LIGHT HOLDER,252.33,485,67,0.7286567164179104
FOLK FELT HANGING MULTICOL GARLAND,570.86,204,61,3.2162295081967214
FOLKART CHRISTMAS TREE T-LIGHT HOLD,10.260000000000002,27,2,0.38
FOLKART CLIP ON STARS,404.08,783,100,0.8463366336633662
FOLKART HEART NAPKIN RINGS,551.13,366,69,2.3904347826086956
FOLKART STAR CHRISTMAS DECORATIONS,1633.6699999999998,3581,131,0.588358208955224
FOLKART ZINC HEART CHRISTMAS DEC,2629.81,2986,244,1.1341129032258064
FOLKART ZINC STAR CHRISTMAS DEC,10.2,12,3,0.85
FOOD CONTAINER SET 3 LOVE HEART ,3936.5899999999997,2031,291,2.8124324324324323
"FOOD COVER WITH BEADS , SET 2 SIZES",11.25,3,1,3.75
FOOD COVER WITH BEADS SET 2 ,3761.63,1009,145,4.374758620689655
FOOD/DRINK SPONGE STICKERS,256.2,1220,35,0.21
FOOT STOOL HOME SWEET HOME ,5097.65,489,217,11.573870967741934
FORKED CACTUS CANDLE,319.66,100,34,3.7341176470588238
FOUR HOOK  WHITE LOVEBIRDS,3700.94,1609,399,2.8394306930693074
FOUR RABBIT EASTER DECORATIONS,104.84,72,15,1.992
FRAPPUCINO SCARF KNITTING KIT,502.74,343,73,1.9437333333333333
FREESTYLE CANVAS ART PICTURE,39.65,41,18,1.2444444444444445
FRENCH BATHROOM SIGN BLUE METAL,2511.22,1476,219,2.0876923076923077
FRENCH BLUE METAL DOOR SIGN 0,780.8,594,99,1.5481818181818183
FRENCH BLUE METAL DOOR SIGN 1,1578.39,1155,199,1.6345500000000002
FRENCH BLUE METAL DOOR SIGN 2,1389.07,1001,188,1.7276190476190476
FRENCH BLUE METAL DOOR SIGN 3,1151.56,843,160,1.671125
FRENCH BLUE METAL DOOR SIGN 4,1023.03,740,152,1.7244736842105264
FRENCH BLUE METAL DOOR SIGN 5,1157.79,842,153,1.6518709677419356
FRENCH BLUE METAL DOOR SIGN 6,973.15,710,126,1.680703125
FRENCH BLUE METAL DOOR SIGN 7,896.75,677,113,1.5951754385964911
FRENCH BLUE METAL DOOR SIGN 8,871.49,644,119,1.6489166666666668
FRENCH BLUE METAL DOOR SIGN 9,726.07,531,98,1.704
FRENCH BLUE METAL DOOR SIGN No,1308.38,993,158,1.8928481012658227
FRENCH CARRIAGE LANTERN,925.35,137,58,7.039152542372881
FRENCH CHATEAU LARGE FRUIT BOWL ,19.5,10,4,1.95
FRENCH CHATEAU LARGE PLATTER ,160.5,70,18,2.95
FRENCH CHATEAU OVAL PLATTER,29.25,15,6,1.95
FRENCH CHATEAU SMALL FRUITBOWL,51.599999999999994,24,8,2.025
FRENCH ENAMEL CANDLEHOLDER,3649.4900000000002,1693,317,2.6198136645962733
FRENCH ENAMEL POT W LID,1430.63,587,115,3.4877586206896556
FRENCH ENAMEL UTENSIL HOLDER,183.71,45,16,5.15125
FRENCH ENAMEL WATER BASIN,1273.11,411,128,4.116821705426357
FRENCH FLORAL CUSHION COVER ,774.79,674,83,1.831888888888889
FRENCH GARDEN SIGN BLUE METAL,1016.08,791,131,1.490530303030303
FRENCH KITCHEN SIGN BLUE METAL,1555.16,1240,164,1.5539156626506023
FRENCH LATTICE CUSHION COVER ,527.25,452,63,1.9052307692307693
FRENCH LAUNDRY SIGN BLUE METAL,1608.6999999999998,962,144,2.1616666666666666
FRENCH LAVENDER SCENT HEART,1055.59,1069,106,1.510462962962963
FRENCH PAISLEY CUSHION COVER,141.1,170,17,0.83
FRENCH PAISLEY CUSHION COVER ,840.4399999999999,575,105,2.385047619047619
FRENCH STYLE EMBOSSED HEART CABINET,571.43,26,22,22.25590909090909
FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,74,0.3154666666666667
FRENCH STYLE STORAGE JAR CAFE ,819.4599999999999,1982,70,0.3409859154929577
FRENCH STYLE STORAGE JAR JAM,114.85,317,30,0.3516129032258064
FRENCH TOILET SIGN BLUE METAL,1692.72,1346,187,1.5178421052631579
FRENCH WC SIGN BLUE METAL,2516.75,1882,301,1.6347194719471947
FRESHWATER PEARL BRACELET GOLD,7.6499999999999995,3,2,2.55
FRESHWATER PEARL BRACELET IVORY,12.7,5,5,2.54
FRIDGE MAGNETS LA VIE EN ROSE,1154.6,1295,87,1.3801149425287356
FRIDGE MAGNETS LES ENFANTS ASSORTED,1130.77,1360,80,0.9959999999999999
FRIDGE MAGNETS US DINER ASSORTED,1422.8999999999999,1587,102,1.7672549019607842
FROG CANDLE,83.78,64,19,1.376
FROG KING WATERING CAN,26.55,9,2,2.95
FROG SOCK PUPPET,44.25000000000001,15,8,2.95
FROSTED WHITE BASE ,119.64,239,23,0.8221739130434783
FRUIT SALAD BAG CHARM,145.52,64,45,2.4153333333333333
FRUIT TREE AND BIRDS WALL PLAQUE,340.58,40,24,8.713333333333333
FRYING PAN BLUE POLKADOT,716.8,193,87,4.299540229885057
FRYING PAN PINK POLKADOT,1809.48,398,140,5.907163120567375
FRYING PAN RED POLKADOT ,4.25,1,1,4.25
FRYING PAN RED RETROSPOT,1922.34,466,166,5.3020481927710845
FRYING PAN UNION FLAG,5833.59,1333,208,6.180480769230769
FULL ENGLISH BREAKFAST PLATE,6921.15,1640,296,5.498528428093645
FUNKY DIVA PEN,7363.86,8547,233,1.107905982905983
FUNKY FLOWER PICNIC BAG FOR 4,33.9,2,2,16.95
FUNKY MONKEY CUSHION COVER,317.16999999999996,232,46,2.807608695652174
FUNKY MONKEY GIFT BAG MEDIUM,173.12,371,41,0.6314634146341463
FUNKY MONKEY MUG,1.25,1,1,1.25
FUNKY WASHING UP GLOVES ASSORTED,2041.5200000000002,971,198,2.3687192118226603
FUSCHIA FLOWER PURSE WITH BEADS,145.17,159,14,0.9714285714285714
FUSCHIA RETRO BAR STOOL,523.3000000000001,14,5,39.15
FUSCHIA TABLE RUN FLOWER ,38.75,27,5,1.75
FUSCHIA VOILE POINTY SHOE DEC,50.31,97,15,0.702
GAOLERS KEYS DECORATIVE GARDEN ,3475.73,935,214,3.968046511627907
GARAGE KEY FOB,565.8100000000001,777,147,0.9082432432432431
GARDEN METAL SIGN ,203.20999999999998,114,29,2.1710344827586208
GARDEN PATH JOURNAL,621.1899999999999,247,65,2.752153846153846
GARDEN PATH NOTEBOOK ,24.75,15,8,1.65
GARDEN PATH POCKET BOOK,58.65,69,21,0.85
GARDEN PATH SKETCHBOOK,493.57,122,57,4.450862068965517
GARDENERS KNEELING PAD,3.36,1,1,3.36
GARDENERS KNEELING PAD CUP OF TEA ,11785.99,6809,758,1.9087597911227152
GARDENERS KNEELING PAD KEEP CALM ,16327.349999999999,8807,913,1.9439673913043478
GARDENIA 1 WICK MORRIS BOXED CANDLE,730.93,213,61,3.9792307692307687
GARDENIA 3 WICK MORRIS BOXED CANDLE,799.24,278,83,3.8951162790697675
GARLAND WITH HEARTS AND BELLS,1746.27,393,100,5.1794
GARLAND WITH STARS AND BELLS,2280.4700000000003,549,112,4.661504424778761
GARLAND WOODEN HAPPY EASTER,2609.43,1952,239,1.610539419087137
"GARLAND, MAGIC GARDEN 1.8M",23.4,12,1,1.95
"GARLAND, VINTAGE BELLS",265.88,92,10,2.89
GEMSTONE CHANDELIER T-LIGHT HOLDER,347.70000000000005,78,7,4.835714285714286
GENTLEMAN SHIRT REPAIR KIT ,1837.4699999999998,2166,170,1.1379411764705882
GEORGIAN TRINKET BOX,1706.5,143,61,12.411475409836067
GIANT 50'S CHRISTMAS CRACKER,7053.57,2661,333,2.805680473372781
GIANT MEDINA STAMPED METAL BOWL ,19.9,2,2,9.95
GIFT BAG BIRTHDAY,575.4200000000001,940,77,0.6137179487179487
GIFT BAG LARGE 50'S CHRISTMAS,30.0,24,2,1.25
GIFT BAG LARGE SPOT ,120.0,96,6,1.25
GIFT BAG LARGE VINTAGE CHRISTMAS,185.0,148,9,1.25
GIFT BAG PSYCHEDELIC APPLES,722.6700000000001,1171,139,0.7051079136690648
GIN & TONIC DIET GREETING CARD ,1389.22,3299,246,0.510609756097561
GIN + TONIC DIET METAL SIGN,25792.47,11709,759,2.7445669291338586
GIN AND TONIC DIET METAL SIGN,1237.5,498,50,3.1483999999999996
GIN AND TONIC MUG,4141.179999999999,2974,295,2.014203389830508
GINGERBREAD MAN COOKIE CUTTER,9202.15,7440,670,1.4521260997067449
GINGHAM BABUSHKA DOORSTOP,402.74,210,42,2.394285714285714
GINGHAM HEART  DOORSTOP RED,2961.83,785,241,4.917489711934157
GINGHAM HEART DECORATION,5114.41,6139,413,1.0084761904761905
GINGHAM OVEN GLOVE RED HEART ,26.490000000000002,5,3,5.04
GINGHAM RECIPE BOOK BOX,2509.62,462,135,6.186740740740741
GINGHAM ROSE WRAP,768.18,1829,73,0.42
GIRAFFE WOODEN RULER,7604.889999999999,3887,274,2.273655913978495
GIRLS ALPHABET IRON ON PATCHES ,2678.33,12442,147,0.3868027210884354
GIRLS PARTY BAG,144.43,47,13,3.1330769230769233
GIRLS VINTAGE TIN SEASIDE BUCKET,3507.17,1330,231,3.261293103448276
GIRLY PINK TOOL SET,24.75,5,1,4.95
GLAMOROUS  MUG,1454.98,1292,142,1.6714685314685316
GLASS  BEURRE DISH,3709.78,878,212,5.628215962441314
GLASS  SONGBIRD STORAGE JAR,2065.14,169,73,13.034794520547944
GLASS AND BEADS BRACELET IVORY,33.69,9,4,3.735
GLASS AND PAINTED BEADS BRACELET OL,48.77,13,8,3.7525
GLASS AND PAINTED BEADS BRACELET TO,56.15,15,10,3.7399999999999998
GLASS APOTHECARY BOTTLE ELIXIR,3419.5800000000004,856,209,4.863838862559241
GLASS APOTHECARY BOTTLE PERFUME,4197.110000000001,1071,246,4.62991935483871
GLASS APOTHECARY BOTTLE TONIC,3674.1600000000003,924,223,4.672946428571429
GLASS BEAD HOOP EARRINGS AMETHYST,28.4,9,6,3.2583333333333333
GLASS BEAD HOOP EARRINGS BLACK,17.66,6,3,2.936666666666667
GLASS BEAD HOOP EARRINGS GREEN,14.5,5,5,2.9
GLASS BEAD HOOP EARRINGS MONTANA,8.76,3,3,2.92
GLASS BEAD HOOP NECKLACE AMETHYST,25.5,3,3,8.5
GLASS BEAD HOOP NECKLACE BLACK,17.0,2,1,8.5
GLASS BEAD HOOP NECKLACE GREEN,33.82,4,3,8.44
GLASS BEAD HOOP NECKLACE MONTANA,25.32,3,3,8.44
GLASS BELL JAR LARGE,17.0,2,1,8.5
GLASS BELL JAR SMALL,15.8,4,1,3.95
GLASS BON BON JAR,4215.78,2354,225,2.380175438596491
GLASS BONNE JAM JAR,500.82000000000005,120,27,4.441851851851852
GLASS CAKE COVER AND PLATE,29.9,2,1,14.95
GLASS CHALICE BLUE SMALL ,421.78,694,49,1.318
GLASS CHALICE GREEN  LARGE ,364.22,197,19,2.941
GLASS CHALICE GREEN  SMALL ,175.78,161,19,1.9857894736842103
GLASS CLOCHE LARGE,2934.53,350,57,10.711929824561404
GLASS CLOCHE SMALL,3131.02,804,142,4.9038775510204085
GLASS HEART T-LIGHT HOLDER ,2893.77,3321,214,1.149158878504673
GLASS JAR DAISY FRESH COTTON WOOL,2592.33,727,268,4.470148698884758
GLASS JAR DIGESTIVE BISCUITS,2001.32,616,164,4.1715757575757575
GLASS JAR ENGLISH CONFECTIONERY,3192.82,1010,214,3.937720930232558
GLASS JAR KINGS CHOICE,605.7700000000001,183,81,3.6571604938271607
GLASS JAR MARMALADE ,1380.8,480,81,3.7919277108433738
GLASS JAR PEACOCK BATH SALTS,1329.44,408,133,4.104586466165413
GLASS SONGBIRD STORAGE JAR,126.7,11,3,12.049999999999999
GLASS SPHERE CANDLE STAND MEDIUM,684.08,111,34,6.655142857142858
GLASS STAR FROSTED T-LIGHT HOLDER,2514.4300000000003,517,131,5.356641221374046
GLASS TWIST BON BON JAR,575.25,74,24,8.714583333333332
GLITTER BUTTERFLY CLIPS,3074.7799999999997,1128,241,3.1662903225806454
GLITTER CHRISTMAS HEART ,231.82,268,21,0.9162499999999999
GLITTER CHRISTMAS STAR ,1066.65,2470,124,0.544812030075188
GLITTER CHRISTMAS TREE,410.91,906,58,0.5645901639344262
GLITTER CHRISTMAS TREE WITH BELLS,719.3,698,97,1.324059405940594
GLITTER HANGING BUTTERFLY STRING,2722.9500000000003,1314,194,2.452060301507538
GLITTER HEART DECORATION,1088.5900000000001,2469,142,0.5535064935064935
GLITTER HEART GARLAND WITH BELLS ,1368.47,329,90,5.040869565217391
GLITTER SNOW PEAR TREE DECORATION,28.999999999999996,20,3,1.45
GLITTER STAR GARLAND WITH BELLS ,1037.05,251,62,5.067142857142858
GLOW IN DARK DOLPHINS,28.98,138,31,0.21
GOLD APERITIF GLASS,34.32,88,2,0.39
GOLD COSMETIC BAG PINK STAR,4.2,2,2,2.1
GOLD COSMETICS BAG WITH BUTTERFLY,2.1,1,1,2.1
GOLD DIAMANTE STAR BROOCH,59.800000000000004,12,9,4.9944444444444445
GOLD EAR MUFF HEADPHONES,212.26,35,25,6.073200000000001
GOLD FABRIC MIRROR,86.76,180,29,0.716
GOLD FISHING GNOME,546.6,68,36,10.019166666666667
GOLD FLOWER CUSHION COVER ,15.6,8,2,1.95
GOLD M PEARL  ORBIT NECKLACE,152.84,15,13,10.226153846153846
GOLD M.O.P ORBIT BRACELET,96.52000000000001,18,18,5.362222222222223
GOLD M.O.P ORBIT DROP EARRINGS,92.28,22,17,4.19
GOLD M.O.P. ORBIT NECKLACE,5.9,2,2,2.95
GOLD MINI TAPE MEASURE ,956.36,1234,205,0.845873786407767
GOLD MUG BONE CHINA TREE OF LIFE,969.64,770,74,2.222
GOLD PHOTO FRAME,466.53000000000003,216,39,2.737948717948718
GOLD PRINT PAPER BAG,3.6100000000000003,19,2,0.19
GOLD SCROLL GLASS T-LIGHT HOLDER,137.22000000000003,80,5,1.8150000000000002
GOLD STANDING GNOME,398.02,106,28,5.6049999999999995
GOLD TEDDY BEAR,42.7,15,5,5.54
GOLD WASHBAG,54.57,27,10,2.026
GOLD WINE GOBLET,129.56,164,8,0.79
GOLD/AMBER DROP EARRINGS W LEAF,38.18,13,7,2.924285714285714
GOLD/M.O.P PENDANT ORBIT NECKLACE,184.66,22,19,8.39578947368421
GOLDIE LOOKING MIRROR,84.15,17,6,4.95
GRAND CHOCOLATECANDLE,8196.0,5958,292,1.5990443686006826
GRASS HOPPER WOODEN WALL CLOCK ,374.12,272,34,2.9629411764705886
GREEN  DIAMANTE PEN IN GIFT BOX,178.89,76,33,2.7533333333333334
GREEN 3 PIECE POLKADOT CUTLERY SET,3110.9100000000003,850,79,4.340506329113924
GREEN BIRDHOUSE DECORATION,307.94,437,59,1.0454237288135593
GREEN BITTY LIGHT CHAIN,383.25,194,60,2.819166666666667
GREEN CAT FLORAL CUSHION COVER ,345.17,73,54,4.981111111111112
GREEN CHRISTMAS TREE CARD HOLDER,3245.68,1266,192,3.9398969072164944
GREEN CHRISTMAS TREE STRING 20LIGHT,191.1,42,11,4.886363636363637
GREEN CRYSTAL DROP EARRINGS,5.8,2,2,2.9
GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2739.4,2075,191,1.5244102564102564
GREEN DROP EARRINGS W BEAD CLUSTER,40.03,12,8,3.3325
GREEN EASTER EGG HUNT START POST,56.779999999999994,28,11,2.148181818181818
GREEN ENAMEL FLOWER HAIR TIE,58.71,20,14,2.932857142857143
GREEN ENAMEL FLOWER RING,225.84,77,31,2.9203225806451614
GREEN ENAMEL+GLASS HAIR COMB,355.64,184,54,2.074
GREEN FERN JOURNAL ,438.57,176,55,2.647272727272727
GREEN FERN NOTEBOOK,141.23999999999998,86,44,1.6406666666666667
GREEN FERN POCKET BOOK,53.55,63,22,0.85
GREEN FERN SKETCHBOOK ,420.08,106,56,4.153214285714286
GREEN GEISHA GIRL ,146.05,46,28,3.1614285714285715
GREEN GIANT GARDEN THERMOMETER,2704.71,430,148,6.6860135135135135
GREEN GLASS TASSLE BAG CHARM,79.76,35,16,2.130625
GREEN GOOSE FEATHER CHRISTMAS TREE ,672.09,187,45,5.107777777777778
GREEN GOOSE FEATHER TREE 60CM,349.17,167,42,2.4969767441860466
GREEN HEART COMPACT MIRROR,315.81,218,33,2.417058823529412
GREEN HEART OF GLASS BRACELET,83.29,14,6,5.948333333333333
GREEN JUICY FRUIT PHOTO FRAME,261.89,94,39,2.9928205128205128
GREEN LEAVES AND BEADS PHONE CHARM,4.97,2,2,2.485
GREEN METAL BOX ARMY SUPPLIES,3906.25,467,135,9.44148148148148
GREEN METAL BOX TOP SECRET,132.0,16,4,8.25
GREEN METAL SWINGING BUNNY,278.16999999999996,319,42,0.9799999999999999
GREEN MURANO TWIST BRACELET,215.20000000000002,51,22,4.202272727272727
GREEN MURANO TWIST NECKLACE,109.53999999999999,11,8,9.96125
GREEN PAIR HEART HAIR SLIDES,86.11,23,14,3.744285714285714
GREEN PENDANT SHELL NECKLACE,5.09,1,1,5.09
GREEN PENDANT TRIPLE SHELL NECKLACE,63.11,12,10,5.321
GREEN PEONY CUSHION COVER,88.35000000000001,19,6,4.65
GREEN POLKADOT BOWL,2016.23,1563,205,1.5633009708737866
GREEN POLKADOT PLATE ,1787.1999999999998,1075,128,2.006124031007752
GREEN POP ART MAO CUSHION COVER ,2.2800000000000002,12,2,0.19
GREEN REGENCY TEACUP AND SAUCER,22755.5,7278,1013,3.835362035225049
GREEN ROSE WASHBAG,1132.85,323,160,3.4332098765432097
GREEN ROUND COMPACT MIRROR,210.56,144,21,2.32
GREEN SQUARE COMPACT MIRROR,203.51,131,20,2.5524999999999998
GREEN STONE/CRYSTAL EARRINGS,40.95,14,13,2.9223076923076925
GREEN SWEETHEART BRACELET,423.41,103,44,4.187727272727273
GREEN VINTAGE EARRINGS ,158.08,39,28,4.115357142857143
GREEN VINTAGE SPOT BEAKER,4444.2300000000005,4625,185,1.0418817204301074
GREEN WIRE STANDING CANDLE HOLDER,157.34,38,18,4.368333333333333
GREEN WITH METAL BAG CHARM,14.850000000000001,3,1,4.95
GREEN/BLUE CERAMIC CANDLE HOLDER,13.2,8,1,1.65
GREEN/BLUE FLOWER DESIGN BIG MUG,13.65,23,8,0.78
"GREETING CARD, OVERCROWDED POOL.",74.7,270,53,0.4033962264150943
"GREETING CARD, STICKY GORDON",70.78,245,53,0.43150943396226416
"GREETING CARD, TWO SISTERS.",53.88,127,40,0.5189999999999999
"GREETING CARD,SQUARE, DOUGHNUTS",80.46,174,27,0.6629629629629629
GREY ACRYLIC FACETED BANGLE,57.55,34,10,2.415
GREY FLORAL FELTCRAFT SHOULDER BAG,1027.94,265,83,4.115301204819277
GREY HEART HOT WATER BOTTLE,12763.08,3220,561,4.404398625429553
GROOVY CACTUS INFLATABLE,119.08999999999999,303,22,0.41090909090909095
GROW A FLYTRAP OR SUNFLOWER IN TIN,17927.45,16244,305,1.4859344262295082
GROW YOUR OWN BASIL IN ENAMEL MUG,2292.9100000000003,1047,219,2.5595475113122172
GROW YOUR OWN FLOWERS SET OF 3,1241.3,296,78,6.787179487179487
GROW YOUR OWN HERBS SET OF 3,1391.74,164,90,8.745333333333333
GROW YOUR OWN PLANT IN A CAN ,1106.62,838,57,1.7921052631578949
GUMBALL COAT RACK,18798.670000000002,7926,681,2.8794049346879533
GUMBALL MAGAZINE RACK,5191.01,621,232,9.835818965517243
GUMBALL MONOCHROME COAT RACK,895.72,620,109,2.0745454545454542
GYMKHANA TREASURE BOOK BOX,3815.5299999999997,1715,200,2.7494581280788175
GYMKHANNA TREASURE BOOK BOX,261.84000000000003,120,14,2.189285714285714
HAIRCLIPS FORTIES FABRIC ASSORTED,572.26,1322,61,0.5670491803278689
HALL CABINET WITH 3 DRAWERS,2603.5299999999997,76,5,56.508
HAND OPEN SHAPE DECO.WHITE,270.02000000000004,92,5,3.0840000000000005
HAND OPEN SHAPE GOLD,677.34,198,30,3.6971875
HAND OVER THE CHOCOLATE   SIGN ,15928.730000000001,8246,677,2.3584683357879235
HAND PAINTED HANGING EASTER EGG,9.24,22,3,0.42
HAND TOWEL PALE BLUE W FLOWERS,453.39,223,29,3.9479310344827585
HAND TOWEL PINK FLOWER AND DAISY,372.33,217,23,3.890869565217391
HAND WARMER BABUSHKA DESIGN,7105.33,4941,368,2.229490616621984
HAND WARMER BIRD DESIGN,14061.890000000001,6433,554,2.401336898395722
HAND WARMER OWL DESIGN,17786.13,8439,654,2.359009009009009
HAND WARMER RED LOVE HEART,8855.51,3986,397,2.2266262135922332
HAND WARMER RED POLKA DOT,225.00000000000003,120,18,1.8638888888888892
HAND WARMER RED RETROSPOT,8757.830000000002,4348,374,2.2287401574803147
HAND WARMER SCOTTY DOG DESIGN,14366.52,6611,548,2.3365124555160146
HAND WARMER UNION JACK,10023.720000000001,4851,479,2.1974036511156188
HANGING  BUTTERFLY T-LIGHT HOLDER,1636.36,1328,73,2.409054054054054
HANGING BAUBLE T-LIGHT HOLDER LARGE,108.71000000000001,33,15,3.707333333333333
HANGING BAUBLE T-LIGHT HOLDER SMALL,609.02,268,26,3.0580769230769227
HANGING BUTTERFLY  EGG,7.6499999999999995,9,3,0.85
HANGING CHICK  YELLOW DECORATION,1604.51,1136,112,1.5945689655172415
HANGING CHICK CREAM DECORATION,1906.02,1289,120,1.6335245901639344
HANGING CHICK GREEN DECORATION,1335.87,903,122,1.7224
HANGING CLEAR MINI BOTTLE,1051.14,1734,41,0.7871428571428571
HANGING ENGRAVED METAL HEART,1236.66,294,78,4.351951219512196
HANGING FAIRY CAKE DECORATION,1484.3,820,72,2.546081081081081
HANGING GLASS ETCHED TEALIGHT,198.57,127,11,1.7690909090909093
HANGING HEART BASKET,23.1,11,3,2.1
HANGING HEART BONHEUR,535.35,606,69,1.0450666666666666
HANGING HEART JAR T-LIGHT HOLDER,16453.78,12493,728,1.4836289222373806
HANGING HEART MIRROR DECORATION ,1708.0700000000002,2341,289,0.8917940199335549
HANGING HEART WITH BELL,2374.7999999999997,4619,219,0.9162995594713657
HANGING HEART ZINC T-LIGHT HOLDER,8146.799999999999,9117,603,1.244759535655058
HANGING HEN ON NEST DECORATION,1418.82,828,114,2.0156410256410253
HANGING JAM JAR T-LIGHT HOLDER,8560.84,10792,348,0.9102578796561605
HANGING JAM JAR T-LIGHT HOLDERS,2298.0499999999997,2813,92,1.0443478260869565
HANGING MEDINA LANTERN SMALL,259.67,81,28,3.4785714285714286
HANGING METAL CHICKEN DECORATION,193.52,148,34,1.4934285714285713
HANGING METAL HEART LANTERN,5485.629999999999,3402,351,1.9432294617563741
HANGING METAL RABBIT DECORATION,616.95,474,58,1.6053225806451612
HANGING METAL STAR LANTERN,3141.5399999999995,2053,198,1.87605
HANGING MINI COLOURED BOTTLES,2237.08,3442,76,2.638026315789473
HANGING PHOTO CLIP ROPE LADDER,1274.1699999999998,746,86,2.4241860465116276
HANGING QUILTED PATCHWORK APPLES,1108.58,1258,89,1.5002247191011233
HANGING RIDGE GLASS T-LIGHT HOLDER,60.84,36,2,1.69
HANGING SPRING FLOWER EGG LARGE,822.89,947,73,1.02986301369863
HANGING SPRING FLOWER EGG SMALL,489.17,1197,72,0.6436111111111111
HANGING WOOD AND FELT BUTTERFLY ,408.99,895,127,0.5677272727272727
HANGING WOOD AND FELT FLOWER,325.35999999999996,2050,104,0.3334285714285714
HANGING WOOD AND FELT HEART,313.13,672,106,0.5484821428571428
HAPPY BIRTHDAY CARD STRIPEY TEDDY,2.47,13,2,0.19
HAPPY BIRTHDAY CARD TEDDY/CAKE,0.95,5,1,0.19
HAPPY EASTER HANGING DECORATION,942.1999999999999,243,53,4.418
HAPPY STENCIL CRAFT,3348.1800000000003,2823,281,1.3495070422535211
HARDMAN MUG 3 ASSORTED,32.03,64,13,0.9338461538461539
HAWAIIAN GRASS SKIRT ,380.36,324,28,1.4353571428571428
HAYNES CAMPER SHOULDER BAG,16.63,1,1,16.63
HEADS AND TAILS SPORTING FUN,2348.94,1975,209,1.4097641509433962
HEART BEADED TRELLIS DECORATION,528.1700000000001,249,42,2.2197727272727272
HEART BUTTONS JEWELLERY BOX,356.11,68,30,5.318666666666667
HEART CALCULATOR,1540.59,1179,131,1.6459558823529412
HEART DECORATION PAINTED ZINC ,1668.89,2380,225,0.9153478260869565
HEART DECORATION RUSTIC HANGING ,1645.75,5083,340,0.5981792717086835
HEART DECORATION WITH PEARLS ,2113.1299999999997,2196,256,1.1691570881226052
HEART FILIGREE DOVE  SMALL,6805.08,5457,299,1.453355048859935
HEART FILIGREE DOVE LARGE,4613.969999999999,2789,250,1.9075984251968503
HEART GARLAND RUSTIC PADDED,841.24,264,91,3.2348913043478262
HEART IVORY TRELLIS LARGE,5247.719999999999,3140,318,1.8795412844036699
HEART IVORY TRELLIS SMALL,5459.91,4164,378,1.746631853785901
HEART MINI PORTRAIT FRAME,1021.76,518,87,2.07183908045977
HEART MIRROR ANTIQUE WHITE,2354.8,358,76,7.724415584415584
HEART OF WICKER LARGE,30098.11,9887,925,3.2850427350427354
HEART OF WICKER SMALL,32094.6,17963,1201,1.959712879409352
HEART SHAPE WIRELESS DOORBELL,795.83,444,49,2.0834615384615387
HEART SHAPED HOLLY WREATH,3999.5000000000005,950,172,4.576279069767442
HEART SHAPED MIRROR,8.45,5,2,1.69
HEART STRING MEMO HOLDER HANGING,1042.78,875,122,1.7872580645161291
HEART T-LIGHT HOLDER,144.52,146,10,1.541
HEART T-LIGHT HOLDER ,111.77,74,15,1.7293749999999999
HEART T-LIGHT HOLDER WILLIE WINKIE,1649.0499999999997,969,112,1.8786725663716815
HEART TRELLIS TRIPLE T-LIGHT HOLDER,395.11,129,30,3.8125806451612902
HEART TRELLISTRIPLE T-LIGHT HOLDER,152.24,56,5,2.81
HEART WOODEN CHRISTMAS DECORATION,2199.5899999999997,2333,222,1.113125
HEART WREATH DECORATION WITH BELL,2845.89,2284,185,1.4963157894736843
HEARTS  STICKERS,737.8399999999999,835,119,1.0332773109243696
HEARTS GIFT TAPE,385.47,1176,94,0.5863157894736841
HEARTS WRAPPING TAPE ,3.25,5,3,0.65
HEAVENS SCENT FRAGRANCE OILS ASSTD,20.88,72,1,0.29
HELLO SAILOR BATHROOM SET,52.5,14,9,3.75
HELLO SAILOR BLUE SOAP HOLDER,344.34000000000003,180,53,2.3567924528301885
HEN HOUSE DECORATION,1597.0699999999997,927,131,2.036212121212121
HEN HOUSE W CHICK IN NEST,0.42,1,1,0.42
HEN HOUSE W CHICK STANDING,118.21,283,24,0.5554166666666667
HEN HOUSE W FAMILY IN BARN & NEST,36.21,51,10,0.829
